REGION,TECHNOLOGY,YEAR,VALUE
RE1,AN_DEMINDCOABOI_MID,2040,0.0
RE1,AN_DEMINDCOABOI_MID,2041,0.0
RE1,AN_DEMINDCOABOI_MID,2042,0.0
RE1,AN_DEMINDCOABOI_MID,2043,0.0
RE1,AN_DEMINDCOABOI_MID,2044,0.0
RE1,AN_DEMINDCOABOI_MID,2045,0.0
RE1,AN_DEMINDCOABOI_MID,2046,0.0
RE1,AN_DEMINDCOABOI_MID,2047,0.0
RE1,AN_DEMINDCOABOI_MID,2048,0.0
RE1,AN_DEMINDCOABOI_MID,2049,0.0
RE1,AN_DEMINDCOABOI_MID,2050,0.0
RE1,AN_DEMINDCOABOI_MID,2051,0.0
RE1,AN_DEMINDCOABOI_MID,2052,0.0
RE1,AN_DEMINDCOABOI_MID,2053,0.0
RE1,AN_DEMINDCOABOI_MID,2054,0.0
RE1,AN_DEMINDCOAFUR_HIG,2022,0.0
RE1,AN_DEMINDCOAFUR_HIG,2023,0.0
RE1,AN_DEMINDCOAFUR_HIG,2024,0.0
RE1,AN_DEMINDCOAFUR_HIG,2025,0.0
RE1,AN_DEMINDCOAFUR_HIG,2026,0.0
RE1,AN_DEMINDCOAFUR_HIG,2027,0.0
RE1,AN_DEMINDCOAFUR_HIG,2028,0.0
RE1,AN_DEMINDCOAFUR_HIG,2029,0.0
RE1,AN_DEMINDCOAFUR_HIG,2030,0.0
RE1,AN_DEMINDCOAFUR_HIG,2031,0.0
RE1,AN_DEMINDCOAFUR_HIG,2032,0.0
RE1,AN_DEMINDCOAFUR_HIG,2033,0.0
RE1,AN_DEMINDCOAFUR_HIG,2034,0.0
RE1,AN_DEMINDCOAFUR_HIG,2035,0.0
RE1,AN_DEMINDCOAFUR_HIG,2036,0.0
RE1,AN_DEMINDCOAFUR_HIG,2037,0.0
RE1,AN_DEMINDCOAFUR_HIG,2038,0.0
RE1,AN_DEMINDCOAFUR_HIG,2039,0.0
RE1,AN_DEMINDCOAFUR_HIG,2040,0.0
RE1,AN_DEMINDCOAFUR_HIG,2041,0.0
RE1,AN_DEMINDCOAFUR_HIG,2042,0.0
RE1,AN_DEMINDCOAFUR_HIG,2043,0.0
RE1,AN_DEMINDCOAFUR_HIG,2044,0.0
RE1,AN_DEMINDCOAFUR_HIG,2045,0.0
RE1,AN_DEMINDCOAFUR_HIG,2046,0.0
RE1,AN_DEMINDCOAFUR_HIG,2047,0.0
RE1,AN_DEMINDCOAFUR_HIG,2048,0.0
RE1,AN_DEMINDCOAFUR_HIG,2049,0.0
RE1,AN_DEMINDCOAFUR_HIG,2050,0.0
RE1,AN_DEMINDCOAFUR_HIG,2051,0.0
RE1,AN_DEMINDCOAFUR_HIG,2052,0.0
RE1,AN_DEMINDCOAFUR_HIG,2053,0.0
RE1,AN_DEMINDCOAFUR_HIG,2054,0.0
RE1,AN_DEMINDCOAFUR_LOW,2022,0.0
RE1,AN_DEMINDCOAFUR_LOW,2023,0.0
RE1,AN_DEMINDCOAFUR_LOW,2024,0.0
RE1,AN_DEMINDCOAFUR_LOW,2025,0.0
RE1,AN_DEMINDCOAFUR_LOW,2026,0.0
RE1,AN_DEMINDCOAFUR_LOW,2027,0.0
RE1,AN_DEMINDCOAFUR_LOW,2028,0.0
RE1,AN_DEMINDCOAFUR_LOW,2029,0.0
RE1,AN_DEMINDCOAFUR_LOW,2030,0.0
RE1,AN_DEMINDCOAFUR_LOW,2031,0.0
RE1,AN_DEMINDCOAFUR_LOW,2032,0.0
RE1,AN_DEMINDCOAFUR_LOW,2033,0.0
RE1,AN_DEMINDCOAFUR_LOW,2034,0.0
RE1,AN_DEMINDCOAFUR_LOW,2035,0.0
RE1,AN_DEMINDCOAFUR_LOW,2036,0.0
RE1,AN_DEMINDCOAFUR_LOW,2037,0.0
RE1,AN_DEMINDCOAFUR_LOW,2038,0.0
RE1,AN_DEMINDCOAFUR_LOW,2039,0.0
RE1,AN_DEMINDCOAFUR_LOW,2040,0.0
RE1,AN_DEMINDCOAFUR_LOW,2041,0.0
RE1,AN_DEMINDCOAFUR_LOW,2042,0.0
RE1,AN_DEMINDCOAFUR_LOW,2043,0.0
RE1,AN_DEMINDCOAFUR_LOW,2044,0.0
RE1,AN_DEMINDCOAFUR_LOW,2045,0.0
RE1,AN_DEMINDCOAFUR_LOW,2046,0.0
RE1,AN_DEMINDCOAFUR_LOW,2047,0.0
RE1,AN_DEMINDCOAFUR_LOW,2048,0.0
RE1,AN_DEMINDCOAFUR_LOW,2049,0.0
RE1,AN_DEMINDCOAFUR_LOW,2050,0.0
RE1,AN_DEMINDCOAFUR_LOW,2051,0.0
RE1,AN_DEMINDCOAFUR_LOW,2052,0.0
RE1,AN_DEMINDCOAFUR_LOW,2053,0.0
RE1,AN_DEMINDCOAFUR_LOW,2054,0.0
RE1,AN_DEMINDCOAFUR_MID,2022,0.0
RE1,AN_DEMINDCOAFUR_MID,2023,0.0
RE1,AN_DEMINDCOAFUR_MID,2024,0.0
RE1,AN_DEMINDCOAFUR_MID,2025,0.0
RE1,AN_DEMINDCOAFUR_MID,2026,0.0
RE1,AN_DEMINDCOAFUR_MID,2027,0.0
RE1,AN_DEMINDCOAFUR_MID,2028,0.0
RE1,AN_DEMINDCOAFUR_MID,2029,0.0
RE1,AN_DEMINDCOAFUR_MID,2030,0.0
RE1,AN_DEMINDCOAFUR_MID,2031,0.0
RE1,AN_DEMINDCOAFUR_MID,2032,0.0
RE1,AN_DEMINDCOAFUR_MID,2033,0.0
RE1,AN_DEMINDCOAFUR_MID,2034,0.0
RE1,AN_DEMINDCOAFUR_MID,2035,0.0
RE1,AN_DEMINDCOAFUR_MID,2036,0.0
RE1,AN_DEMINDCOAFUR_MID,2037,0.0
RE1,AN_DEMINDCOAFUR_MID,2038,0.0
RE1,AN_DEMINDCOAFUR_MID,2039,0.0
RE1,AN_DEMINDCOAFUR_MID,2040,0.0
RE1,AN_DEMINDCOAFUR_MID,2041,0.0
RE1,AN_DEMINDCOAFUR_MID,2042,0.0
RE1,AN_DEMINDCOAFUR_MID,2043,0.0
RE1,AN_DEMINDCOAFUR_MID,2044,0.0
RE1,AN_DEMINDCOAFUR_MID,2045,0.0
RE1,AN_DEMINDCOAFUR_MID,2046,0.0
RE1,AN_DEMINDCOAFUR_MID,2047,0.0
RE1,AN_DEMINDCOAFUR_MID,2048,0.0
RE1,AN_DEMINDCOAFUR_MID,2049,0.0
RE1,AN_DEMINDCOAFUR_MID,2050,0.0
RE1,AN_DEMINDCOAFUR_MID,2051,0.0
RE1,AN_DEMINDCOAFUR_MID,2052,0.0
RE1,AN_DEMINDCOAFUR_MID,2053,0.0
RE1,AN_DEMINDCOAFUR_MID,2054,0.0
RE1,AN_DEMINDCOAOTH_LOW,2022,0.0
RE1,AN_DEMINDCOAOTH_LOW,2023,0.0
RE1,AN_DEMINDCOAOTH_LOW,2024,0.0
RE1,AN_DEMINDCOAOTH_LOW,2025,0.0
RE1,AN_DEMINDCOAOTH_LOW,2026,0.0
RE1,AN_DEMINDCOAOTH_LOW,2027,0.0
RE1,AN_DEMINDCOAOTH_LOW,2028,0.0
RE1,AN_DEMINDCOAOTH_LOW,2029,0.0
RE1,AN_DEMINDCOAOTH_LOW,2030,0.0
RE1,AN_DEMINDCOAOTH_LOW,2031,0.0
RE1,AN_DEMINDCOAOTH_LOW,2032,0.0
RE1,AN_DEMINDCOAOTH_LOW,2033,0.0
RE1,AN_DEMINDCOAOTH_LOW,2034,0.0
RE1,AN_DEMINDCOAOTH_LOW,2035,0.0
RE1,AN_DEMINDCOAOTH_LOW,2036,0.0
RE1,AN_DEMINDCOAOTH_LOW,2037,0.0
RE1,AN_DEMINDCOAOTH_LOW,2038,0.0
RE1,AN_DEMINDCOAOTH_LOW,2039,0.0
RE1,AN_DEMINDCOAOTH_LOW,2040,0.0
RE1,AN_DEMINDCOAOTH_LOW,2041,0.0
RE1,AN_DEMINDCOAOTH_LOW,2042,0.0
RE1,AN_DEMINDCOAOTH_LOW,2043,0.0
RE1,AN_DEMINDCOAOTH_LOW,2044,0.0
RE1,AN_DEMINDCOAOTH_LOW,2045,0.0
RE1,AN_DEMINDCOAOTH_LOW,2046,0.0
RE1,AN_DEMINDCOAOTH_LOW,2047,0.0
RE1,AN_DEMINDCOAOTH_LOW,2048,0.0
RE1,AN_DEMINDCOAOTH_LOW,2049,0.0
RE1,AN_DEMINDCOAOTH_LOW,2050,0.0
RE1,AN_DEMINDCOAOTH_LOW,2051,0.0
RE1,AN_DEMINDCOAOTH_LOW,2052,0.0
RE1,AN_DEMINDCOAOTH_LOW,2053,0.0
RE1,AN_DEMINDCOAOTH_LOW,2054,0.0
RE1,AN_DEMINDDSLBOI_HIG,2022,0.0
RE1,AN_DEMINDDSLBOI_HIG,2023,0.0
RE1,AN_DEMINDDSLBOI_HIG,2024,0.0
RE1,AN_DEMINDDSLBOI_HIG,2025,0.0
RE1,AN_DEMINDDSLBOI_HIG,2026,0.0
RE1,AN_DEMINDDSLBOI_HIG,2027,0.0
RE1,AN_DEMINDDSLBOI_HIG,2028,0.0
RE1,AN_DEMINDDSLBOI_HIG,2029,0.0
RE1,AN_DEMINDDSLBOI_HIG,2030,0.0
RE1,AN_DEMINDDSLBOI_HIG,2031,0.0
RE1,AN_DEMINDDSLBOI_HIG,2032,0.0
RE1,AN_DEMINDDSLBOI_HIG,2033,0.0
RE1,AN_DEMINDDSLBOI_HIG,2034,0.0
RE1,AN_DEMINDDSLBOI_HIG,2035,0.0
RE1,AN_DEMINDDSLBOI_HIG,2036,0.0
RE1,AN_DEMINDDSLBOI_HIG,2037,0.0
RE1,AN_DEMINDDSLBOI_HIG,2038,0.0
RE1,AN_DEMINDDSLBOI_HIG,2039,0.0
RE1,AN_DEMINDDSLBOI_HIG,2040,0.0
RE1,AN_DEMINDDSLBOI_HIG,2041,0.0
RE1,AN_DEMINDDSLBOI_HIG,2042,0.0
RE1,AN_DEMINDDSLBOI_HIG,2043,0.0
RE1,AN_DEMINDDSLBOI_HIG,2044,0.0
RE1,AN_DEMINDDSLBOI_HIG,2045,0.0
RE1,AN_DEMINDDSLBOI_HIG,2046,0.0
RE1,AN_DEMINDDSLBOI_HIG,2047,0.0
RE1,AN_DEMINDDSLBOI_HIG,2048,0.0
RE1,AN_DEMINDDSLBOI_HIG,2049,0.0
RE1,AN_DEMINDDSLBOI_HIG,2050,0.0
RE1,AN_DEMINDDSLBOI_HIG,2051,0.0
RE1,AN_DEMINDDSLBOI_HIG,2052,0.0
RE1,AN_DEMINDDSLBOI_HIG,2053,0.0
RE1,AN_DEMINDDSLBOI_HIG,2054,0.0
RE1,AN_DEMINDDSLBOI_LOW,2022,0.0
RE1,AN_DEMINDDSLBOI_LOW,2023,0.0
RE1,AN_DEMINDDSLBOI_LOW,2024,0.0
RE1,AN_DEMINDDSLBOI_LOW,2025,0.0
RE1,AN_DEMINDDSLBOI_LOW,2026,0.0
RE1,AN_DEMINDDSLBOI_LOW,2027,0.0
RE1,AN_DEMINDDSLBOI_LOW,2028,0.0
RE1,AN_DEMINDDSLBOI_LOW,2029,0.0
RE1,AN_DEMINDDSLBOI_LOW,2030,0.0
RE1,AN_DEMINDDSLBOI_LOW,2031,0.0
RE1,AN_DEMINDDSLBOI_LOW,2032,0.0
RE1,AN_DEMINDDSLBOI_LOW,2033,0.0
RE1,AN_DEMINDDSLBOI_LOW,2034,0.0
RE1,AN_DEMINDDSLBOI_LOW,2035,0.0
RE1,AN_DEMINDDSLBOI_LOW,2036,0.0
RE1,AN_DEMINDDSLBOI_LOW,2037,0.0
RE1,AN_DEMINDDSLBOI_LOW,2038,0.0
RE1,AN_DEMINDDSLBOI_LOW,2039,0.0
RE1,AN_DEMINDDSLBOI_LOW,2040,0.0
RE1,AN_DEMINDDSLBOI_LOW,2041,0.0
RE1,AN_DEMINDDSLBOI_LOW,2042,0.0
RE1,AN_DEMINDDSLBOI_LOW,2043,0.0
RE1,AN_DEMINDDSLBOI_LOW,2044,0.0
RE1,AN_DEMINDDSLBOI_LOW,2045,0.0
RE1,AN_DEMINDDSLBOI_LOW,2046,0.0
RE1,AN_DEMINDDSLBOI_LOW,2047,0.0
RE1,AN_DEMINDDSLBOI_LOW,2048,0.0
RE1,AN_DEMINDDSLBOI_LOW,2049,0.0
RE1,AN_DEMINDDSLBOI_LOW,2050,0.0
RE1,AN_DEMINDDSLBOI_LOW,2051,0.0
RE1,AN_DEMINDDSLBOI_LOW,2052,0.0
RE1,AN_DEMINDDSLBOI_LOW,2053,0.0
RE1,AN_DEMINDDSLBOI_LOW,2054,0.0
RE1,AN_DEMINDDSLBOI_MID,2022,0.0
RE1,AN_DEMINDDSLBOI_MID,2023,0.0
RE1,AN_DEMINDDSLBOI_MID,2024,0.0
RE1,AN_DEMINDDSLBOI_MID,2025,0.0
RE1,AN_DEMINDDSLBOI_MID,2026,0.0
RE1,AN_DEMINDDSLBOI_MID,2027,0.0
RE1,AN_DEMINDDSLBOI_MID,2028,0.0
RE1,AN_DEMINDDSLBOI_MID,2029,0.0
RE1,AN_DEMINDDSLBOI_MID,2030,0.0
RE1,AN_DEMINDDSLBOI_MID,2031,0.0
RE1,AN_DEMINDDSLBOI_MID,2032,0.0
RE1,AN_DEMINDDSLBOI_MID,2033,0.0
RE1,AN_DEMINDDSLBOI_MID,2034,0.0
RE1,AN_DEMINDDSLBOI_MID,2035,0.0
RE1,AN_DEMINDDSLBOI_MID,2036,0.0
RE1,AN_DEMINDDSLBOI_MID,2037,0.0
RE1,AN_DEMINDDSLBOI_MID,2038,0.0
RE1,AN_DEMINDDSLBOI_MID,2039,0.0
RE1,AN_DEMINDDSLBOI_MID,2040,0.0
RE1,AN_DEMINDDSLBOI_MID,2041,0.0
RE1,AN_DEMINDDSLBOI_MID,2042,0.0
RE1,AN_DEMINDDSLBOI_MID,2043,0.0
RE1,AN_DEMINDDSLBOI_MID,2044,0.0
RE1,AN_DEMINDDSLBOI_MID,2045,0.0
RE1,AN_DEMINDDSLBOI_MID,2046,0.0
RE1,AN_DEMINDDSLBOI_MID,2047,0.0
RE1,AN_DEMINDDSLBOI_MID,2048,0.0
RE1,AN_DEMINDDSLBOI_MID,2049,0.0
RE1,AN_DEMINDDSLBOI_MID,2050,0.0
RE1,AN_DEMINDDSLBOI_MID,2051,0.0
RE1,AN_DEMINDDSLBOI_MID,2052,0.0
RE1,AN_DEMINDDSLBOI_MID,2053,0.0
RE1,AN_DEMINDDSLBOI_MID,2054,0.0
RE1,AN_DEMINDDSLFUR_HIG,2022,0.0
RE1,AN_DEMINDDSLFUR_HIG,2023,0.0
RE1,AN_DEMINDDSLFUR_HIG,2024,0.0
RE1,AN_DEMINDDSLFUR_HIG,2025,0.0
RE1,AN_DEMINDDSLFUR_HIG,2026,0.0
RE1,AN_DEMINDDSLFUR_HIG,2027,0.0
RE1,AN_DEMINDDSLFUR_HIG,2028,0.0
RE1,AN_DEMINDDSLFUR_HIG,2029,0.0
RE1,AN_DEMINDDSLFUR_HIG,2030,0.0
RE1,AN_DEMINDDSLFUR_HIG,2031,0.0
RE1,AN_DEMINDDSLFUR_HIG,2032,0.0
RE1,AN_DEMINDDSLFUR_HIG,2033,0.0
RE1,AN_DEMINDDSLFUR_HIG,2034,0.0
RE1,AN_DEMINDDSLFUR_HIG,2035,0.0
RE1,AN_DEMINDDSLFUR_HIG,2036,0.0
RE1,AN_DEMINDDSLFUR_HIG,2037,0.0
RE1,AN_DEMINDDSLFUR_HIG,2038,0.0
RE1,AN_DEMINDDSLFUR_HIG,2039,0.0
RE1,AN_DEMINDDSLFUR_HIG,2040,0.0
RE1,AN_DEMINDDSLFUR_HIG,2041,0.0
RE1,AN_DEMINDDSLFUR_HIG,2042,0.0
RE1,AN_DEMINDDSLFUR_HIG,2043,0.0
RE1,AN_DEMINDDSLFUR_HIG,2044,0.0
RE1,AN_DEMINDDSLFUR_HIG,2045,0.0
RE1,AN_DEMINDDSLFUR_HIG,2046,0.0
RE1,AN_DEMINDDSLFUR_HIG,2047,0.0
RE1,AN_DEMINDDSLFUR_HIG,2048,0.0
RE1,AN_DEMINDDSLFUR_HIG,2049,0.0
RE1,AN_DEMINDDSLFUR_HIG,2050,0.0
RE1,AN_DEMINDDSLFUR_HIG,2051,0.0
RE1,AN_DEMINDDSLFUR_HIG,2052,0.0
RE1,AN_DEMINDDSLFUR_HIG,2053,0.0
RE1,AN_DEMINDDSLFUR_HIG,2054,0.0
RE1,AN_DEMINDDSLFUR_LOW,2022,0.0
RE1,AN_DEMINDDSLFUR_LOW,2023,0.0
RE1,AN_DEMINDDSLFUR_LOW,2024,0.0
RE1,AN_DEMINDDSLFUR_LOW,2025,0.0
RE1,AN_DEMINDDSLFUR_LOW,2026,0.0
RE1,AN_DEMINDDSLFUR_LOW,2027,0.0
RE1,AN_DEMINDDSLFUR_LOW,2028,0.0
RE1,AN_DEMINDDSLFUR_LOW,2029,0.0
RE1,AN_DEMINDDSLFUR_LOW,2030,0.0
RE1,AN_DEMINDDSLFUR_LOW,2031,0.0
RE1,AN_DEMINDDSLFUR_LOW,2032,0.0
RE1,AN_DEMINDDSLFUR_LOW,2033,0.0
RE1,AN_DEMINDDSLFUR_LOW,2034,0.0
RE1,AN_DEMINDDSLFUR_LOW,2035,0.0
RE1,AN_DEMINDDSLFUR_LOW,2036,0.0
RE1,AN_DEMINDDSLFUR_LOW,2037,0.0
RE1,AN_DEMINDDSLFUR_LOW,2038,0.0
RE1,AN_DEMINDDSLFUR_LOW,2039,0.0
RE1,AN_DEMINDDSLFUR_LOW,2040,0.0
RE1,AN_DEMINDDSLFUR_LOW,2041,0.0
RE1,AN_DEMINDDSLFUR_LOW,2042,0.0
RE1,AN_DEMINDDSLFUR_LOW,2043,0.0
RE1,AN_DEMINDDSLFUR_LOW,2044,0.0
RE1,AN_DEMINDDSLFUR_LOW,2045,0.0
RE1,AN_DEMINDDSLFUR_LOW,2046,0.0
RE1,AN_DEMINDDSLFUR_LOW,2047,0.0
RE1,AN_DEMINDDSLFUR_LOW,2048,0.0
RE1,AN_DEMINDDSLFUR_LOW,2049,0.0
RE1,AN_DEMINDDSLFUR_LOW,2050,0.0
RE1,AN_DEMINDDSLFUR_LOW,2051,0.0
RE1,AN_DEMINDDSLFUR_LOW,2052,0.0
RE1,AN_DEMINDDSLFUR_LOW,2053,0.0
RE1,AN_DEMINDDSLFUR_LOW,2054,0.0
RE1,AN_DEMINDDSLFUR_MID,2022,0.0
RE1,AN_DEMINDDSLFUR_MID,2023,0.0
RE1,AN_DEMINDDSLFUR_MID,2024,0.0
RE1,AN_DEMINDDSLFUR_MID,2025,0.0
RE1,AN_DEMINDDSLFUR_MID,2026,0.0
RE1,AN_DEMINDDSLFUR_MID,2027,0.0
RE1,AN_DEMINDDSLFUR_MID,2028,0.0
RE1,AN_DEMINDDSLFUR_MID,2029,0.0
RE1,AN_DEMINDDSLFUR_MID,2030,0.0
RE1,AN_DEMINDDSLFUR_MID,2031,0.0
RE1,AN_DEMINDDSLFUR_MID,2032,0.0
RE1,AN_DEMINDDSLFUR_MID,2033,0.0
RE1,AN_DEMINDDSLFUR_MID,2034,0.0
RE1,AN_DEMINDDSLFUR_MID,2035,0.0
RE1,AN_DEMINDDSLFUR_MID,2036,0.0
RE1,AN_DEMINDDSLFUR_MID,2037,0.0
RE1,AN_DEMINDDSLFUR_MID,2038,0.0
RE1,AN_DEMINDDSLFUR_MID,2039,0.0
RE1,AN_DEMINDDSLFUR_MID,2040,0.0
RE1,AN_DEMINDDSLFUR_MID,2041,0.0
RE1,AN_DEMINDDSLFUR_MID,2042,0.0
RE1,AN_DEMINDDSLFUR_MID,2043,0.0
RE1,AN_DEMINDDSLFUR_MID,2044,0.0
RE1,AN_DEMINDDSLFUR_MID,2045,0.0
RE1,AN_DEMINDDSLFUR_MID,2046,0.0
RE1,AN_DEMINDDSLFUR_MID,2047,0.0
RE1,AN_DEMINDDSLFUR_MID,2048,0.0
RE1,AN_DEMINDDSLFUR_MID,2049,0.0
RE1,AN_DEMINDDSLFUR_MID,2050,0.0
RE1,AN_DEMINDDSLFUR_MID,2051,0.0
RE1,AN_DEMINDDSLFUR_MID,2052,0.0
RE1,AN_DEMINDDSLFUR_MID,2053,0.0
RE1,AN_DEMINDDSLFUR_MID,2054,0.0
RE1,AN_DEMINDELCAIR_HIG,2022,0.0
RE1,AN_DEMINDELCAIR_HIG,2023,0.0
RE1,AN_DEMINDELCAIR_HIG,2024,0.0
RE1,AN_DEMINDELCAIR_HIG,2025,0.0
RE1,AN_DEMINDELCAIR_HIG,2026,0.0
RE1,AN_DEMINDELCAIR_HIG,2027,0.0
RE1,AN_DEMINDELCAIR_HIG,2028,0.0
RE1,AN_DEMINDELCAIR_HIG,2029,0.0
RE1,AN_DEMINDELCAIR_HIG,2030,0.0
RE1,AN_DEMINDELCAIR_HIG,2031,0.0
RE1,AN_DEMINDELCAIR_HIG,2032,0.0
RE1,AN_DEMINDELCAIR_HIG,2033,0.0
RE1,AN_DEMINDELCAIR_HIG,2034,0.0
RE1,AN_DEMINDELCAIR_HIG,2035,0.0
RE1,AN_DEMINDELCAIR_HIG,2036,0.0
RE1,AN_DEMINDELCAIR_HIG,2037,0.0
RE1,AN_DEMINDELCAIR_HIG,2038,0.0
RE1,AN_DEMINDELCAIR_HIG,2039,0.0
RE1,AN_DEMINDELCAIR_HIG,2040,0.0
RE1,AN_DEMINDELCAIR_HIG,2041,0.0
RE1,AN_DEMINDELCAIR_HIG,2042,0.0
RE1,AN_DEMINDELCAIR_HIG,2043,0.0
RE1,AN_DEMINDELCAIR_HIG,2044,0.0
RE1,AN_DEMINDELCAIR_HIG,2045,0.0
RE1,AN_DEMINDELCAIR_HIG,2046,0.0
RE1,AN_DEMINDELCAIR_HIG,2047,0.0
RE1,AN_DEMINDELCAIR_HIG,2048,0.0
RE1,AN_DEMINDELCAIR_HIG,2049,0.0
RE1,AN_DEMINDELCAIR_HIG,2050,0.0
RE1,AN_DEMINDELCAIR_HIG,2051,0.0
RE1,AN_DEMINDELCAIR_HIG,2052,0.0
RE1,AN_DEMINDELCAIR_HIG,2053,0.0
RE1,AN_DEMINDELCAIR_HIG,2054,0.0
RE1,AN_DEMINDELCAIR_LOW,2022,0.0
RE1,AN_DEMINDELCAIR_LOW,2023,0.0
RE1,AN_DEMINDELCAIR_LOW,2024,0.0
RE1,AN_DEMINDELCAIR_LOW,2025,0.0
RE1,AN_DEMINDELCAIR_LOW,2026,0.0
RE1,AN_DEMINDELCAIR_LOW,2027,0.0
RE1,AN_DEMINDELCAIR_LOW,2028,0.0
RE1,AN_DEMINDELCAIR_LOW,2029,0.0
RE1,AN_DEMINDELCAIR_LOW,2030,0.0
RE1,AN_DEMINDELCAIR_LOW,2031,0.0
RE1,AN_DEMINDELCAIR_LOW,2032,0.0
RE1,AN_DEMINDELCAIR_LOW,2033,0.0
RE1,AN_DEMINDELCAIR_LOW,2034,0.0
RE1,AN_DEMINDELCAIR_LOW,2035,0.0
RE1,AN_DEMINDELCAIR_LOW,2036,0.0
RE1,AN_DEMINDELCAIR_LOW,2037,0.0
RE1,AN_DEMINDELCAIR_LOW,2038,0.0
RE1,AN_DEMINDELCAIR_LOW,2039,0.0
RE1,AN_DEMINDELCAIR_LOW,2040,0.0
RE1,AN_DEMINDELCAIR_LOW,2041,0.0
RE1,AN_DEMINDELCAIR_LOW,2042,0.0
RE1,AN_DEMINDELCAIR_LOW,2043,0.0
RE1,AN_DEMINDELCAIR_LOW,2044,0.0
RE1,AN_DEMINDELCAIR_LOW,2045,0.0
RE1,AN_DEMINDELCAIR_LOW,2046,0.0
RE1,AN_DEMINDELCAIR_LOW,2047,0.0
RE1,AN_DEMINDELCAIR_LOW,2048,0.0
RE1,AN_DEMINDELCAIR_LOW,2049,0.0
RE1,AN_DEMINDELCAIR_LOW,2050,0.0
RE1,AN_DEMINDELCAIR_LOW,2051,0.0
RE1,AN_DEMINDELCAIR_LOW,2052,0.0
RE1,AN_DEMINDELCAIR_LOW,2053,0.0
RE1,AN_DEMINDELCAIR_LOW,2054,0.0
RE1,AN_DEMINDELCAIR_MID,2022,0.0
RE1,AN_DEMINDELCAIR_MID,2023,0.0
RE1,AN_DEMINDELCAIR_MID,2024,0.0
RE1,AN_DEMINDELCAIR_MID,2025,0.0
RE1,AN_DEMINDELCAIR_MID,2026,0.0
RE1,AN_DEMINDELCAIR_MID,2027,0.0
RE1,AN_DEMINDELCAIR_MID,2028,0.0
RE1,AN_DEMINDELCAIR_MID,2029,0.0
RE1,AN_DEMINDELCAIR_MID,2030,0.0
RE1,AN_DEMINDELCAIR_MID,2031,0.0
RE1,AN_DEMINDELCAIR_MID,2032,0.0
RE1,AN_DEMINDELCAIR_MID,2033,0.0
RE1,AN_DEMINDELCAIR_MID,2034,0.0
RE1,AN_DEMINDELCAIR_MID,2035,0.0
RE1,AN_DEMINDELCAIR_MID,2036,0.0
RE1,AN_DEMINDELCAIR_MID,2037,0.0
RE1,AN_DEMINDELCAIR_MID,2038,0.0
RE1,AN_DEMINDELCAIR_MID,2039,0.0
RE1,AN_DEMINDELCAIR_MID,2040,0.0
RE1,AN_DEMINDELCAIR_MID,2041,0.0
RE1,AN_DEMINDELCAIR_MID,2042,0.0
RE1,AN_DEMINDELCAIR_MID,2043,0.0
RE1,AN_DEMINDELCAIR_MID,2044,0.0
RE1,AN_DEMINDELCAIR_MID,2045,0.0
RE1,AN_DEMINDELCAIR_MID,2046,0.0
RE1,AN_DEMINDELCAIR_MID,2047,0.0
RE1,AN_DEMINDELCAIR_MID,2048,0.0
RE1,AN_DEMINDELCAIR_MID,2049,0.0
RE1,AN_DEMINDELCAIR_MID,2050,0.0
RE1,AN_DEMINDELCAIR_MID,2051,0.0
RE1,AN_DEMINDELCAIR_MID,2052,0.0
RE1,AN_DEMINDELCAIR_MID,2053,0.0
RE1,AN_DEMINDELCAIR_MID,2054,0.0
RE1,AN_DEMINDELCBOI_HIG,2022,0.0
RE1,AN_DEMINDELCBOI_HIG,2023,0.0
RE1,AN_DEMINDELCBOI_HIG,2024,0.0
RE1,AN_DEMINDELCBOI_HIG,2025,0.0
RE1,AN_DEMINDELCBOI_HIG,2026,0.0
RE1,AN_DEMINDELCBOI_HIG,2027,0.0
RE1,AN_DEMINDELCBOI_HIG,2028,0.0
RE1,AN_DEMINDELCBOI_HIG,2029,0.0
RE1,AN_DEMINDELCBOI_HIG,2030,0.0
RE1,AN_DEMINDELCBOI_HIG,2031,0.0
RE1,AN_DEMINDELCBOI_HIG,2032,0.0
RE1,AN_DEMINDELCBOI_HIG,2033,0.0
RE1,AN_DEMINDELCBOI_HIG,2034,0.0
RE1,AN_DEMINDELCBOI_HIG,2035,0.0
RE1,AN_DEMINDELCBOI_HIG,2036,0.0
RE1,AN_DEMINDELCBOI_HIG,2037,0.0
RE1,AN_DEMINDELCBOI_HIG,2038,0.0
RE1,AN_DEMINDELCBOI_HIG,2039,0.0
RE1,AN_DEMINDELCBOI_HIG,2040,0.0
RE1,AN_DEMINDELCBOI_HIG,2041,0.0
RE1,AN_DEMINDELCBOI_HIG,2042,0.0
RE1,AN_DEMINDELCBOI_HIG,2043,0.0
RE1,AN_DEMINDELCBOI_HIG,2044,0.0
RE1,AN_DEMINDELCBOI_HIG,2045,0.0
RE1,AN_DEMINDELCBOI_HIG,2046,0.0
RE1,AN_DEMINDELCBOI_HIG,2047,0.0
RE1,AN_DEMINDELCBOI_HIG,2048,0.0
RE1,AN_DEMINDELCBOI_HIG,2049,0.0
RE1,AN_DEMINDELCBOI_HIG,2050,0.0
RE1,AN_DEMINDELCBOI_HIG,2051,0.0
RE1,AN_DEMINDELCBOI_HIG,2052,0.0
